Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2xZyd4VDrWOz2bHZRvt5Xu,"Grand Blue","湘南乃風 〜一五一会〜","Shonan No Kaze",2018-06-13,313026,48,false,,2026-02-04T07:19:18Z,"j-pop","Universal Music LLC",0.648,0.951,1,-2.901,1,0.0561,0.00959,0,0.363,0.564,134.048,4
spotify:track:1aO9Nxg1ImfpEs70YLAiuT,"青春永遠","青春永遠","Shonan No Kaze;ATARASHII GAKKO!",2025-09-24,265053,43,false,,2026-02-04T07:18:38Z,"j-pop,j-rock","Universal Music LLC",0.73,0.88,11,-3.646,1,0.0813,0.0381,0,0.337,0.602,141.072,4
spotify:track:7GtMUJMDIUcejUClC3QgMt,"もう恋なんてしない","CCC -CHALLENGE COVER COLLECTION-","AAA",2007-02-07,266373,29,false,,2026-02-03T18:53:50Z,"j-pop,anime","avex trax",0.658,0.695,1,-7.482,0,0.0264,0.174,0,0.142,0.544,99.988,4
spotify:track:0No0rqyK0KIsesiwrnnhaf,"GRIEF IS THE PRICE YOU PAY FOR LOVE","GIỮA MỘT VẠN NGƯỜI","Phùng Khánh Linh",2025-10-18,162819,51,false,,2026-02-03T17:23:30Z,"v-pop,indie việt","BLACK SWAN LABEL LLC.",0.249,0.365,4,-10.514,0,0.03,0.844,0.899,0.17,0.136,93.094,4
spotify:track:0FyZ6W1ghVCHKHkNJ5xNf3,"留不住的雪 - Live","乘风2024第2期","Mari Kraimbrery;Joyce Jonathan;Kuo Shu-Yao",2024-07-10,204276,10,false,,2026-02-03T16:28:47Z,"pop pháp,variété française,chanson,mandopop,c-pop,pop đài loan","Sony Music Entertainment",0.643,0.692,0,-5.368,0,0.0335,0.209,0,0.0701,0.0976,124.884,4
spotify:track:3DG7XCevg6c88iJ1suZ0QS,"HOẠT CẢNH TẾT ""GÒY"" CƯỚI ""LUÔNG""","Chị Đẹp Đạp Gió 2024 - Chung Kết","Chị Đẹp Đạp Gió Rẽ Sóng;Tóc Tiên;Misthy;Bùi Lan Hương;Minh Hằng;Phạm Quỳnh Anh;Dương Hoàng Yến",2025-01-18,288042,39,false,,2026-02-03T16:13:42Z,"v-pop,indie việt,hip hop việt nam","1LABEL",0.58,0.859,6,-4.272,0,0.204,0.384,0,0.212,0.565,124.985,4
spotify:track:745Gcbpr85WWg6NBeIXgHO,"Hòa Nhịp Giáng Sinh","Hòa Nhịp Giáng Sinh","MIN",2021-11-29,222000,35,false,,2026-02-03T16:13:36Z,"v-pop,hip hop việt nam,indie việt,vinahouse","MIN",0.723,0.748,2,-3.76,1,0.0293,0.197,0.00000125,0.183,0.731,120.036,4
spotify:track:6oVNvR8vpjLnTXHiwmE7dU,"Một Khúc Tâm Tình Của Người Hà Tĩnh","Hà Tĩnh Quê Mình","Thu Hiền",2015-01-01,311183,17,false,,2026-02-03T16:11:51Z,"bolero việt nam,nhạc truyền thống,bolero","Hãng Phim Trẻ",0.441,0.631,0,-6.209,1,0.0571,0.867,0.000101,0.224,0.17,151.842,4
spotify:track:2jvnWrgl9olBH48z2UDAX9,"GIẬN MÀ THƯƠNG x HÒ HỤI BÌNH TRỊ THIÊN","Chị Đẹp Đạp Gió 2024 - Chung Kết","Chị Đẹp Đạp Gió Rẽ Sóng;Minh Tuyết;Hoàng Yến Chibi;Thảo Trang;Ngọc Phước;DJ Mie",2025-01-18,261818,28,false,,2026-02-03T16:11:07Z,"v-pop,bolero việt nam,vinahouse,bolero,hip hop việt nam,indie việt","1LABEL",0.711,0.818,11,-4.811,0,0.0474,0.0912,0.00000921,0.295,0.242,142.988,4
spotify:track:2q1IV1cDvbYBmnms3J5kJW,"Làng Quan Họ Quê Tôi","Gửi Em Ở Cuối Sông Hồng","Anh Thơ",2012-01-01,270389,20,false,,2026-02-03T16:09:09Z,"bolero việt nam,bolero,v-pop","SOXO Vien Loc JSC",0.467,0.356,1,-9.116,1,0.0501,0.708,0,0.0987,0.512,136.063,4
spotify:track:27o9T6Naut7ELA4PxfbWXA,"Tình ta biển bạc đồng xanh","Tình Em","Anh Thơ",2005-01-01,315193,23,false,,2026-02-03T16:08:26Z,"bolero việt nam,bolero,v-pop","BHMedia Corporation",0.508,0.451,7,-6.079,0,0.0283,0.736,0,0.249,0.394,126.906,3
spotify:track:5Ulw4V6y7igaSvYMHCPeoq,"Gặp Nhau giữa Rừng Mơ","Đất nước tình yêu","Trọng Tấn;Anh Thơ",2012-01-01,225937,29,false,,2026-02-03T16:08:19Z,"bolero việt nam,bolero,v-pop","Hoa Đăng Entertainment",0.621,0.693,6,-4.224,0,0.0259,0.597,0,0.0875,0.784,106.03,4
spotify:track:1HDxv1ZL0AlbT13GTOOPn0,"Nàng Thơ Xứ Huế","Nàng Thơ Xứ Huế (From ""Nàng Thơ Xứ Huế"" Series)","Thùy Chi",2018,267639,43,false,,2026-02-03T16:06:34Z,"v-pop,indie việt,vinahouse,hip hop việt nam","MAR6",0.324,0.453,11,-7.829,1,0.0395,0.791,0.0000027,0.127,0.101,85.851,4
spotify:track:5N9FD4PvFfzw0F1qu4BZWL,"Bèo Dạt Mây Trôi","Người Vợ Cuối Cùng (Original Motion Picture Soundtrack)","Thùy Chi",2023-11-10,119827,45,false,,2026-02-03T15:57:22Z,"v-pop,indie việt,vinahouse,hip hop việt nam","MovieScore Media",0.366,0.247,3,-13.261,1,0.0377,0.817,0.0000144,0.104,0.35,61.431,4
spotify:track:7iYjIqTrM9fdncKjuDVnOa,"Quê Tôi","The Best Of Thùy Chi 3","Thùy Chi",2017-05-31,269531,34,false,,2026-02-03T15:57:16Z,"v-pop,indie việt,vinahouse,hip hop việt nam","POPS WORLDWIDE",0.58,0.28,7,-9.5,1,0.0307,0.838,0.000142,0.253,0.412,119.885,4
spotify:track:6aADSxQXzrJ5eCvS9GPXKn,"Giấc Mơ Thần Tiên","Giấc Mơ Thần Tiên","Miu Lê",2011-04-19,244880,23,false,,2026-02-03T15:55:14Z,"v-pop,hip hop việt nam,vinahouse","MIXUS",0.566,0.557,7,-6.737,1,0.0286,0.596,0.0000117,0.587,0.48,129.926,4
spotify:track:2GJheXRpEbCfc6vS0XxOtL,"Cây Đa Quán Dốc","Bạn và Tôi","Quý Dương;Tường Vy;Thảo Nguyên",2021-06-01,236878,3,false,,2026-02-03T15:54:32Z,"v-pop","SOXO 201838",0.362,0.682,11,-4.941,1,0.0495,0.302,0,0.7,0.631,175.613,4
spotify:track:7mGnyV8iszJprTTUxD3aua,"Giấc Mơ Trưa","The Best Of Thùy Chi 1","Thùy Chi",2012-05-10,341106,38,false,,2026-02-03T15:53:36Z,"v-pop,indie việt,vinahouse,hip hop việt nam","POPS WORLDWIDE",0.534,0.331,8,-12.324,1,0.0321,0.863,0.0000806,0.129,0.238,113.984,4
spotify:track:4flBYtwxY89fqb1hGOhV7s,"Thế Thái","Thế Thái","Hương Ly",2020-11-12,234593,28,false,,2026-02-03T15:52:43Z,"vinahouse,v-pop,bolero việt nam,lo-fi việt","NhacCuaTui",0.751,0.52,5,-7.4,0,0.0375,0.466,0,0.286,0.403,96.996,4
spotify:track:7b5wUB8XUEyL2QWoCWap5h,"Cà Phê","Cà Phê","MIN",2023-03-30,190526,28,false,,2026-02-03T15:51:37Z,"v-pop,hip hop việt nam,indie việt,vinahouse","MIN",0.872,0.45,5,-10.044,1,0.0576,0.0531,0.849,0.0819,0.672,113.991,4
spotify:track:3yh2tipCbdQqYE6HU9vCt5,"sao anh chưa về nhà","dreaAMEE","AMEE;Ricky Star",2020-06-20,244000,56,false,,2026-02-03T15:49:31Z,"v-pop,hip hop việt nam,indie việt,vinahouse","Yin Yang Media",0.747,0.601,4,-8.13,1,0.0399,0.303,0.0000271,0.091,0.216,106.036,4
spotify:track:3a6jew6X35w1D6uyqpuGk5,"あとひとつ","さよなら大好きだったよ","Kera Kera",2013-01-01,331960,18,false,,2026-02-03T15:32:52Z,"j-pop","Universal Music LLC",0.523,0.712,0,-3.272,1,0.0314,0.192,0.0189,0.279,0.461,160.009,4
spotify:track:4cluDES4hQEUhmXj6TXkSo,"What Makes You Beautiful","Up All Night","One Direction",2012-05-25,199986,85,false,,2026-02-03T15:29:02Z,"","Syco Music UK",0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,4
spotify:track:02sy7FAs8dkDNYsHp4Ul3f,"Soda Pop","KPop Demon Hunters (Soundtrack from the Netflix Film)","Saja Boys;Andrew Choi;Neckwav;Danny Chung;KEVIN WOO;samUIL Lee;KPop Demon Hunters Cast",2025-06-20,150686,87,false,,2026-02-03T12:24:33Z,"k-pop","K-Pop Demon Hunters",0.841,0.852,0,-3.591,1,0.0486,0.0816,0,0.0576,0.758,125.997,4
spotify:track:5Cp75TUMrHF6c8xbhdligS,"Golden","Golden (from the Netflix film KPop Demon Hunters)","HUNTR/X;EJAE;AUDREY NUNA;REI AMI;KPop Demon Hunters Cast",2025-06-19,194607,80,false,,2026-02-03T12:24:29Z,"k-pop","K-Pop Demon Hunters",0.723,0.674,4,-4.515,0,0.0603,0.0998,0,0.267,0.0972,122.879,3
spotify:track:06KyNuuMOX1ROXRhj787tj,"We Don't Talk Anymore (feat. Selena Gomez)","Nine Track Mind","Charlie Puth;Selena Gomez",2016-01-29,217706,79,false,,2026-02-03T05:18:11Z,"soft pop","Artist Partner",0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,4
spotify:track:5cF0dROlMOK5uNZtivgu50,"Attention","Voicenotes","Charlie Puth",2018-05-11,208786,87,false,,2026-02-03T05:18:10Z,"soft pop","Artist Partner",0.775,0.613,3,-4.586,0,0.0542,0.109,0.0000233,0.134,0.797,100.066,4
spotify:track:334h0zex7SFKtLs3qVjFay,"With a Wish","With a Wish","Akari Kito",2025-01-12,230173,36,false,,2026-02-01T19:05:29Z,"anime,j-pop","PONY CANYON INC.",0.682,0.663,9,-4.789,0,0.0264,0.199,0,0.132,0.51,105.045,4
spotify:track:4LjIQmt1t6NjpM0tpttzjo,"勇者","勇者","YOASOBI",2023-09-29,194164,65,false,,2026-02-01T18:52:51Z,"j-pop,anime","YOASOBI",0.641,0.887,5,-4.665,1,0.0443,0.047,0.0000136,0.171,0.501,104.015,4
spotify:track:19fhOFi6pNGeZe5uiFlm7c,"優しい彗星","優しい彗星","YOASOBI",2021-01-20,215333,59,false,,2026-02-01T18:52:40Z,"j-pop,anime","YOASOBI",0.715,0.722,5,-4.62,1,0.0348,0.197,0,0.114,0.522,89.995,4
spotify:track:4BshTGhwGSKKf3PzbBtO7e,"無敵","無敵","Young Kee",2024-04-05,203200,47,false,,2026-02-01T18:41:09Z,"anime","Sony Music Labels Inc.",0.527,0.866,8,-3.291,1,0.0616,0.00806,0,0.344,0.592,101.972,4
spotify:track:4JjqhkSJxT391iub8CgOc1,"Yakusoku no Kizuna","Yakusoku no Kizuna","Mop Top;Caitlin Myers;Lizz Robinett",2021-03-08,265630,24,false,,2026-02-01T18:27:18Z,"anime,city pop","Mop Top",0.715,0.618,3,-7.174,0,0.0348,0.0983,0,0.12,0.564,119.994,4
spotify:track:29YSKt01a9wGNJkPLQG0Kw,"境界の彼方","NEO FANTASIA","茅原実里",2013-12-11,292040,44,false,,2026-02-01T18:25:30Z,"anime,j-pop","Lantis",0.321,0.958,8,-3.998,1,0.0741,0.0121,0.00000264,0.164,0.502,184.075,4
spotify:track:3MEbgUZ8gAQVDC4t93ewDW,"明日もし君が壊れても [WANDS 第5期ver.]","BURN THE SECRET","WANDS",2020-10-28,254026,43,false,,2026-02-01T18:20:58Z,"kayokyoku,j-pop,anime","D-GO",0.446,0.726,6,-5.397,0,0.0354,0.0509,0,0.313,0.338,84.981,4
spotify:track:6nomx4tRWVW7wHsjVrgEG3,"渇いた叫び (遊☆戯☆王 OP)","熱烈!アニソン魂 THE MASTERPIECE SERIES OF アニソンカバー『遊☆戯☆王』OP「渇いた叫び」","村上ユウタ",2025-07-14,258933,25,false,,2026-02-01T18:18:07Z,"anime","fyto",0.441,0.869,5,-1.879,1,0.0468,0.0203,0.0000757,0.367,0.336,114.928,4
spotify:track:3btGrCubWxXC3SagSJaP93,"誓约","誓约","卢文韬",2013-08-26,153505,13,false,,2026-02-01T18:10:05Z,"gufeng,tân cổ điển","卢文韬",0.461,0.746,2,-8.254,1,0.0619,0.00466,0,0.35,0.539,184.842,4
spotify:track:1cCbJT2PGvvhn4qeAUzFhF,"快乐女孩","快乐女孩","刘惜君",2011-10-04,175759,17,false,,2026-02-01T18:01:49Z,"cantopop,gufeng,c-pop,mandopop","深圳市立音文化产业投资有限公司",0.5,0.913,1,-1.955,1,0.0452,0.0301,0.000291,0.348,0.686,168.095,4
spotify:track:2PXf1Elmg9M3yzymZschoR,"ウィーゴー！","ウィーゴー！","Hiroshi Kitadani",2011-11-16,248413,54,false,,2026-02-01T17:59:26Z,"anime","avex mode",0.413,0.968,0,-2.017,1,0.108,0.0108,0,0.28,0.516,176.08,4
spotify:track:1YdgioAriluJAtq2lECjcS,"明日は来るから - TOMORROW Version","TOMORROW","TVXQ!",2018-09-19,316266,34,false,,2026-02-01T17:55:04Z,"k-pop","avex trax",0.458,0.701,0,-4.312,1,0.033,0.137,0.0000296,0.233,0.231,77.99,4
spotify:track:40T1KEFhpErIWBnSjvSMG3,"ADVENTURE WORLD","ADVENTURE WORLD","デリカテッセン",2006-07-26,161000,26,false,,2026-02-01T17:54:42Z,"anime","avex trax",0.825,0.905,0,-4.281,1,0.0854,0.282,0,0.0994,0.954,120.004,4
spotify:track:7psbxEFNEIQFY6o1bhCOfc,"Next Stage","GOLD SYMPHONY","AAA",2014-10-01,254186,39,false,,2026-02-01T17:53:45Z,"j-pop,anime","avex trax",0.585,0.888,11,-3.404,0,0.0564,0.0727,0.00000257,0.187,0.478,133.981,4
spotify:track:5VO43mOKxgeGJHJXbGb5OI,"BEFORE DAWN","BEFORE DAWN","AI-SACHI",2001-11-28,197333,31,false,,2026-02-01T17:53:20Z,"anime","avex trax",0.416,0.993,2,-1.745,1,0.098,0.000919,0.0129,0.33,0.572,184.747,4
spotify:track:6G8uYcvbeQUcZFRotTUJEx,"しょうちのすけ","16 -sixteen-","Suiteisho-jo",2002,234213,35,false,,2026-02-01T17:52:51Z,"anime","Sony Music Labels Inc.",0.659,0.931,9,-4.438,0,0.0393,0.01,0.00167,0.252,0.972,144.193,4
spotify:track:0T4JQ3TIptM9GEotNGlMxg,"RUN! RUN! RUN!","情熱の2000'sベストヒッツ35曲！〜Epic35〜","MORI JUNTA;Maki Otsuki",2014-04-09,239733,34,false,,2026-02-01T17:52:36Z,"anime","Sony Music Labels Inc.",0.487,0.94,6,-3.069,1,0.0603,0.186,0.00000138,0.206,0.737,97.371,4
spotify:track:0KlIjeagjIm5WBcLvtFbiv,"Bon Voyage!","Bon Voyage!","Bon-Bon Blanco",2004-04-01,270106,45,false,,2026-02-01T17:51:10Z,"anime","Bon-Bon Blanco",0.569,0.945,0,-4.243,1,0.0608,0.00243,0.000166,0.385,0.549,134.976,4
spotify:track:74zQNNfQI2sEsreJCJtndS,"We Are (One Piece)","We Are (One Piece)","Miura Jam",2021-09-23,239008,52,false,,2026-02-01T17:49:37Z,"anime","738190 Records DK",0.387,0.881,6,-4.296,1,0.0855,0.00549,0,0.0875,0.663,83.493,4
spotify:track:7DaINWw7COEzLRdAoR0Xyq,"Hope (From ""One Piece"")","Total Coverage, Vol. 4","AmaLee",2018-04-03,148285,30,false,,2026-02-01T17:49:21Z,"anime","Leegion Creative",0.572,0.834,5,-4.419,1,0.083,0.209,0,0.369,0.589,140.068,4
spotify:track:0tR0irjItyolEmKVLqyRc4,"DREAMIN' ON","DREAMIN' ON","Da-iCE",2020-08-26,235274,0,false,,2026-02-01T17:48:28Z,"j-pop,anime","avex trax",0.397,0.937,0,-3.285,0,0.121,0.0106,0,0.15,0.474,169.975,4
spotify:track:3TSe07q4ZTuJFrw6S4K8ij,"OVER THE TOP","OVER THE TOP","Hiroshi Kitadani",2019-09-25,301706,52,false,,2026-02-01T17:48:21Z,"anime","avex pictures",0.566,0.972,8,-2.705,1,0.128,0.36,0,0.275,0.453,105.976,4
spotify:track:0MbNjIgSvscJtLrzqihbeG,"Fight Together （第493話〜516話 OP)","熱烈！アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「ONE PIECE」vol.2","Mami",2015-11-12,260930,45,false,,2026-02-01T17:47:59Z,"anime","fyto inc.",0.731,0.897,2,-5.125,1,0.0304,0.0511,0.00000807,0.131,0.649,128.987,4
spotify:track:7acjxFn1oZOn8QAv43DOcN,"Jungle P (第326-372話 OP)","熱烈！アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「ONE PIECE」vol.1","Yuuki Okamoto",2015-11-12,195310,45,false,,2026-02-01T17:47:44Z,"anime","fyto inc.",0.593,0.937,6,-1.707,1,0.0797,0.0774,0,0.359,0.89,144.982,4
spotify:track:2ZLQDrpnOwmXf3RV46aaFH,"夢をかなえてドラえもん (ED)","熱烈！アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ『ドラえもん』","Yuko Koura",2016-07-15,241951,45,false,,2026-02-01T17:46:57Z,"anime","fyto inc.",0.757,0.663,5,-5.163,1,0.03,0.666,0,0.117,0.658,123.005,4
spotify:track:2kY1bCxkRIPz3qDgKAbQM6,"Spectre","Origins","Alan Walker",2022-06-03,230634,61,false,,2026-02-01T17:44:28Z,"","Kreatell Music",0.805,0.758,4,-4.819,1,0.0483,0.000875,0.335,0.125,0.423,127.95,4
spotify:track:2DGa7iaidT5s0qnINlwMjJ,"The Spectre","The Spectre","Alan Walker",2017-09-15,193787,72,false,,2026-02-01T17:44:23Z,"","Kreatell Music",0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,4
spotify:track:28VbwtsYnj85UEODGpQRem,"Alone, Pt. II","World Of Walker","Alan Walker;Ava Max",2021-11-26,179052,75,false,,2026-02-01T17:44:04Z,"","Kreatell Music",0.673,0.659,3,-4.493,0,0.0439,0.539,0,0.129,0.628,88.011,4
spotify:track:6jghnZHYAyNlEiWbxDITjy,"Ghen","Ghen","MIN;ERIK;Khắc Hưng",2024-01-10,247200,46,false,,2026-02-01T17:43:37Z,"v-pop,hip hop việt nam,indie việt,vinahouse","Universal Music Indochina",0.679,0.816,7,-3.588,1,0.0302,0.135,0,0.196,0.5,100.043,4
spotify:track:3MFlatSQ7rSU6DZVyZf3VP,"Trên Tình Bạn Dưới Tình Yêu","Trên Tình Bạn Dưới Tình Yêu","MIN",2020-11-06,199266,44,false,,2026-02-01T17:43:26Z,"v-pop,hip hop việt nam,indie việt,vinahouse","MIN",0.777,0.921,2,-3.037,0,0.038,0.19,0,0.0622,0.607,108.955,4
spotify:track:4n7jnSxVLd8QioibtTDBDq,"On My Way","On My Way","Alan Walker;Sabrina Carpenter;Farruko",2019-03-21,193797,73,true,,2026-02-01T17:42:49Z,"pop,reggaeton,trap latino","Kreatell Music",0.509,0.689,1,-4.929,0,0.102,0.0209,0,0.301,0.297,170.087,4
spotify:track:2Fjz5ZC5BvFdCqcnTZ3ilH,"Sing Me to Sleep","Sing Me to Sleep","Alan Walker",2016-06-03,189333,60,false,,2026-02-01T17:42:36Z,"","Kreatell Music",0.491,0.607,4,-6.333,0,0.0668,0.0125,0.00000152,0.289,0.166,176.112,4
spotify:track:3LlmKSHR3Rs0Y3KHQLAYDk,"Alone","Different World","Alan Walker",2018-12-14,160426,77,false,,2026-02-01T17:42:30Z,"","Kreatell Music",0.673,0.914,10,-3.962,1,0.0496,0.229,0.000478,0.186,0.183,97.021,4
spotify:track:7gHs73wELdeycvS48JfIos,"Faded","Faded","Alan Walker",2015-12-04,212626,73,false,,2026-02-01T17:41:42Z,"","Kreatell Music",0.589,0.651,6,-5.097,1,0.0306,0.0291,0.0000032,0.111,0.166,90.011,4
spotify:track:2yuyPke3xjantGgapFPH3e,"Contradiction (feat. Tyler Carter)","Contradiction (feat. Tyler Carter)","KSUKE;Tyler Carter",2020-07-03,201230,48,false,,2026-02-01T17:32:10Z,"anime,pop punk","WM Japan",0.469,0.982,1,-2.228,1,0.208,0.00353,0.00000185,0.162,0.413,129.999,4
spotify:track:2zsVbP8r8bvmq7HkCpZr7f,"マイナーピース","マイナーピース","ZAQ",2024-02-28,189933,52,false,,2026-02-01T17:27:06Z,"anime,j-pop,j-rock","Lantis",0.533,0.941,0,-3.798,1,0.105,0.00263,0,0.343,0.712,145.97,4
spotify:track:3CA9w49cnsUhPo0KEcguoj,"人芝居","人芝居","渕上 舞",2022-07-27,246002,14,false,,2026-02-01T17:26:20Z,"anime","Lantis",0.67,0.869,9,-3.633,1,0.0894,0.228,0,0.117,0.876,119.985,4
spotify:track:6vseLjTeU4ES1HLqnPhRIf,"Beautiful Soldier","Beautiful Soldier","minami",2017-08-23,250013,29,false,,2026-02-01T17:25:46Z,"anime","Lantis",0.584,0.604,11,-6.249,0,0.046,0.219,0,0.121,0.167,155.983,4
spotify:track:32SrEmjPtKgZ3Da4XQGPwL,"Watch me! - English Version","Watch me! (English Version)","YOASOBI",2025-05-30,186193,36,false,,2026-02-01T17:24:07Z,"j-pop,anime","YOASOBI",0.712,0.96,1,-2.477,1,0.0459,0.0324,0,0.165,0.884,128.032,4
spotify:track:2XlTBc7XOzyunDf3Oqsfpk,"Watch me!","Watch me!","YOASOBI",2025-05-18,186193,62,false,,2026-02-01T17:24:05Z,"j-pop,anime","YOASOBI",0.691,0.954,1,-2.63,1,0.041,0.0279,0.000152,0.131,0.906,128.051,4
spotify:track:1to8VrV4ZT09IV6N9ObE3R,"東京盆踊","東京盆踊","Namewee;二宮芽生",2017-12-01,175208,33,false,,2026-02-01T17:23:12Z,"mandopop,c-pop,pop đài loan,hip hop trung quốc,cantopop","亞洲通文創有限公司",0.846,0.793,6,-4.662,0,0.0809,0.338,0,0.283,0.949,137.027,4
spotify:track:41yN7s933rqr0nWOSDdHeZ,"Symbol","Dear days","ラックライフ",2018-08-22,207640,41,false,,2026-02-01T17:21:10Z,"anime,j-rock,j-pop","Earkth",0.508,0.773,5,-3.827,0,0.0568,0.0151,0,0.0819,0.896,154.006,4
spotify:track:7i74dlNW5CogOhN13j2AzN,"Chronos","Chronos","STEREO DIVE FOUNDATION",2019-10-23,217453,0,false,,2026-02-01T17:20:32Z,"anime,j-rock,j-pop","Lantis",0.451,0.965,10,-3.751,0,0.0907,0.000214,0.0000266,0.327,0.446,99.998,4
spotify:track:5g6GlkNDtJLnRo17t8gDIx,"ラストチャプター","ラストチャプター","nano.RIPE",2020-04-22,266085,0,false,,2026-02-01T17:20:16Z,"anime,j-rock","Lantis",0.529,0.927,5,-2.672,1,0.0482,0.00698,0.0131,0.117,0.238,90.524,4
spotify:track:69BZSJOhWbrQO8jQdTggmZ,"スノードロップ","スペースエコー","nano.RIPE",2016-10-19,244306,0,false,,2026-02-01T17:19:55Z,"anime,j-rock","Lantis",0.444,0.957,6,-1.317,1,0.0609,0.000465,0.0689,0.0564,0.581,89.933,4
spotify:track:1SqKx8ek6w2v6XYPQROobR,"Kibou No Uta (Food Wars! Shokugeki No Soma)","Kibou No Uta (Food Wars! Shokugeki No Soma)","Miura Jam",2020-03-16,249081,44,false,,2026-02-01T17:18:15Z,"anime","738190 Records DK",0.345,0.673,0,-6.205,1,0.0323,0.0968,0,0.355,0.396,185.012,4
spotify:track:2t9txwVeiYmbMXsb6q8YPS,"ROUGH DIAMONDS","ROUGH DIAMONDS","SCREEN mode",2016-07-27,247400,37,false,,2026-02-01T17:18:04Z,"anime","Lantis",0.446,0.913,1,-2.385,1,0.0559,0.00896,0,0.347,0.539,94.95,4
spotify:track:3YXooMCuNcsdnhyixhFM7L,"Dance In The Game","ZAQPOT","ZAQ",2022-09-21,206124,55,false,,2026-02-01T17:17:31Z,"anime,j-pop,j-rock","Lantis",0.61,0.918,5,-3.415,0,0.0904,0.014,0,0.362,0.822,134.975,4
spotify:track:4qo5N3dKIxKsqrplJFxq7c,"カーストルーム","Z-ONE","ZAQ",2018-05-16,265306,49,false,,2026-02-01T17:17:28Z,"anime,j-pop,j-rock","Lantis",0.53,0.931,4,-4.003,0,0.0734,0.00482,0,0.304,0.807,156.046,4
spotify:track:7b9dX3ltsp1utY2Ylv8NRl,"BRAVER","Z-ONE","ZAQ",2018-05-16,236800,44,false,,2026-02-01T17:17:25Z,"anime,j-pop,j-rock","Lantis",0.435,0.983,7,-3.279,1,0.107,0.0000403,0,0.232,0.336,93.945,4
spotify:track:5iDBdFSwieI3Wi0T3qmtjP,"さっちゃんのセクシーカレー","TOKYO BLACK HOLE","Seiko Oomori",2016-03-23,201626,42,false,,2026-02-01T17:17:04Z,"anime,j-rock,j-pop","avex trax",0.646,0.718,1,-3.726,1,0.0244,0.153,0.00537,0.0416,0.415,100.894,4
spotify:track:22PyaiG4Br5x5LYwYa7FFH,"セツナBlossom - TVsize","セツナBlossom (TVsize)","3年E組うた担(渚&茅野&業&磯貝&前原)",2026-01-14,90433,37,false,,2026-02-01T17:10:59Z,"anime","avex pictures",0.501,0.954,10,-2.537,0,0.0564,0.00543,0,0.182,0.965,90.077,4
spotify:track:6RDiHPPTbQJamUI9gyb6iV,"また君に会える日","SHARE THE HAPPY","Shion Miyawaki",2016-12-21,276600,42,false,,2026-02-01T17:10:38Z,"anime","avex trax",0.553,0.478,7,-6.336,1,0.0268,0.553,0,0.0838,0.427,80.043,3
spotify:track:3rDEsykwMMiQ8c2ZSA9lso,"欠けた月","SHARE THE HAPPY","Shion Miyawaki",2016-12-21,291133,33,false,,2026-02-01T17:10:36Z,"anime","avex trax",0.572,0.565,11,-7.723,1,0.0384,0.492,0,0.259,0.406,173.877,4
spotify:track:3I2Hd6ocYAzxFS9VMEMEKJ,"Hello, shooting-star","moumoon BEST -FULLMOON-","moumoon",2017-03-22,277640,43,false,,2026-02-01T17:10:35Z,"j-pop,anime","avex trax",0.531,0.573,2,-5.77,1,0.0263,0.309,0,0.282,0.283,80.029,4
spotify:track:66lF1QWtLZXJofJ3x388RV,"バイバイ YESTERDAY","バイバイ YESTERDAY","3年E組うた担(渚&茅野&業&磯貝&前原)",2016-05-25,248800,55,false,,2026-02-01T17:09:10Z,"anime","avex pictures",0.591,0.945,0,-2.483,1,0.0675,0.0389,0,0.214,0.96,180.048,4
spotify:track:0PY7EFmEa52bsJ12xSq4B5,"青春サツバツ論 - Full size","青春サツバツ論","3年E組うた担(渚&茅野&業&磯貝&前原)",2015-02-18,223000,47,false,,2026-02-01T17:08:36Z,"anime","avex pictures",0.567,0.983,10,-2.123,0,0.0998,0.0551,0,0.0688,0.499,146.028,4
spotify:track:3fCO1n6l7yekcNRDRkoJJ4,"青い栞","PORTAL","Galileo Galilei",2012-01-25,337960,51,false,,2026-02-01T17:05:22Z,"anime,indie nhật bản,j-rock,j-pop","Sony Music Labels Inc.",0.604,0.666,4,-7.155,1,0.0271,0.0499,0.0000378,0.14,0.246,132.031,4
spotify:track:4rPmTBTX1wobDkGYXKvcGR,"secret base ～君がくれたもの～ (10 years after Ver.)","secret base ～君がくれたもの～","本間芽衣子（CV.茅野愛衣）;安城鳴子（CV.戸松 遥）;鶴見知利子（CV.早見沙織）",2011-04-27,352493,57,false,,2026-02-01T17:04:32Z,"anime,j-pop","Aniplex Inc.",0.606,0.605,6,-4.615,1,0.0271,0.118,0,0.194,0.447,133.883,4
